phys	rec
0.35	1.88488358650128
0.45	2.15332346415604
0.55	2.67423226019751
0.65	2.88995042625555
0.75	3.10616438271762
0.85	3.4827608319902
0.95	3.7308821764879
1.05	4.00647808462025
1.15	4.23303785325422
1.25	4.37710360037376
1.35	4.17876297095195
1.45	3.80284197852242
1.55	3.29971426748844
1.65	2.86633326102472
1.75	2.58735090012921
1.85	2.55437252721747
1.95	2.65082183495494
2.05	2.90471957560307
2.15	3.08790567200238
2.25	3.28681546598583
2.35	3.44863850465058
2.45	3.54613038935241
2.55	3.60695920680057
2.65	3.66972580623186
2.75	3.75091278852866
2.85	3.84180958376448
2.95	3.97924378196164
3.05	4.15505171766149
3.15	4.30922053334074
3.25	4.30287575428905
3.35	4.24054757669565
3.45	4.16459399565698
3.55	4.08860131983243
3.65	3.77622149765847
3.75	3.47750060862176
3.85	3.26252314632073
3.95	2.99698210976511
4.05	2.71365767929735
4.15	2.47890079658135
4.25	2.26292156526534
4.35	2.05030954904517
4.45	1.87565620197665
4.55	1.70843435652458
4.65	1.612372768275
4.75	1.46923656858935
4.85	1.38045291498802
4.95	1.2488788907596
5.05	1.12790240130582
5.15	1.0676507779114
5.25	0.896228983449759
5.35	0.748677921125955
5.45	0.648379697401349
5.55	0.595334312275933
5.65	0.589541765749703
5.75	0.631002057822654
5.85	0.719715188494802
5.95	0.85568115776614
6.05	1.00556596261939
6.15	0.958001696200833
6.25	0.970965798016035
6.35	1.10810019966987
6.45	1.34309443189087
6.55	1.4442150924923
6.65	1.60928147777409
6.75	1.90524895914514
6.85	2.3321175366054
6.95	2.88988721015488
7.05	3.57727269480768
7.15	4.34812331547748
7.25	5.19761115031489
7.35	6.06517557999976
7.45	6.8909102928404
7.55	7.71183947521682
7.65	8.5211453577329
7.75	8.89812471311925
7.85	9.25382186453034
7.95	9.31450988139
8.05	9.25884852356447
8.15	8.88299430079002
8.25	8.56241597114936
8.35	8.13788316892588
8.45	7.51172882476139
8.55	6.98106279663811
8.65	6.56151132713433
8.75	6.27963284674729
8.85	6.02726862871916
8.95	5.77431060331129
9.05	5.52681999798368
9.15	5.24308729195773
9.25	4.9116241868324
9.35	4.46670941162013
9.45	4.05240213560767
9.55	3.66733667759373
9.65	3.46340424414382
9.75	3.37510107504463
9.85	3.32711836744234
9.95	3.36156088158131
10.05	3.41139702262074
10.15	3.40066020751465
10.25	3.31174290292876
10.35	3.19993717926673
10.45	3.11277682132433
10.55	3.09966029139071
10.65	3.04758493078465
10.75	2.91301421455056
10.85	2.73542710094278
10.95	2.41769627275836
11.05	2.06751249187072
11.15	1.77571301109686
11.25	1.56342557217765
11.35	1.46249427794807
11.45	1.37987972007273
11.55	1.58806643078612
11.65	1.92133282529779
11.75	2.19284100666233
11.85	2.41396836710843
11.95	2.53647939226485
12.05	2.59910968288809
12.15	2.58102141406745
12.25	2.45641540910348
12.35	2.33584582874267
12.45	2.27472356755806
12.55	2.26890190019197
12.65	2.26696840737165
12.75	2.27801556984901
12.85	2.29394112675819
12.95	2.28142135740578
13.05	2.26086395188332
13.15	2.23427028209863
13.25	2.17379333086186
13.35	1.9887112252003
14.069999	1.93126096514488
