phys	rec
0.45	1.6502818810653
0.55	1.62913888929154
0.65	1.61760131357803
0.75	1.60896720256395
0.85	1.59988432604061
0.95	1.59000865251754
1.05	1.58161372702606
1.15	1.5746041565169
1.25	1.56335927806838
1.35	1.55644408176088
1.45	1.55478064778516
1.55	1.56390929034169
1.65	1.58404059643428
1.75	1.60766427907726
1.85	1.61927037822466
1.95	1.59512225402047
2.05	1.53902445596957
2.15	1.48041813026097
2.25	1.39547004275232
2.35	1.30385517739323
2.45	1.23229740787676
2.55	1.17016199801714
2.65	1.13388997620117
2.75	1.12077865432847
2.85	1.19553912054122
2.95	1.25235884847441
3.05	1.36890733794164
3.15	1.51535340317138
3.25	1.66494150221049
3.35	1.77754757100539
3.45	1.85064948140785
3.55	1.89965713497055
3.65	1.97064375399739
3.75	2.03937105688613
3.85	2.0285941987534
3.95	1.97791782088052
4.05	1.92036099774885
4.15	1.84307526597828
4.25	1.70398899956304
4.35	1.58454819955777
4.45	1.48877348509536
4.55	1.41276961139876
4.65	1.3560458688573
4.75	1.24314472298317
4.85	1.16361077531703
4.95	1.14539041855402
5.05	1.1532129785231
5.15	1.18479105209995
5.25	1.19055248545827
5.35	1.27050637718631
5.45	1.42963032649413
5.55	1.56910213499613
5.65	1.68989254227657
5.75	1.82468482115431
5.85	1.97595758543009
5.95	2.11638076011166
6.05	2.26461819033774
6.15	2.38256119320274
6.25	2.47689126373221
6.35	2.5356035868936
6.45	2.56830348485385
6.55	2.57747347063366
6.65	2.61285292510914
6.75	2.67231877702173
6.85	2.77677904872458
6.95	3.07678511465673
7.05	3.43732514298452
7.15	3.81646559735029
7.25	4.14149927031435
7.35	4.46459902411228
7.45	4.60200389517602
7.55	4.75460938235552
7.65	4.78568187997885
7.75	4.76302324076054
7.85	4.72405121396799
7.95	4.76249384959594
8.05	4.93789168813411
8.15	5.25377772035806
8.25	5.6945398869143
8.35	6.23458537438883
8.45	6.74024651519511
8.55	7.18762752221737
8.65	7.62242621157535
8.75	7.87576808332593
8.85	7.95702921115488
8.95	8.02502964703653
9.05	8.01454460160606
9.15	8.02395480879222
9.25	7.91725744988503
9.35	7.56668353040691
9.45	7.07126939847955
9.55	6.5553046781143
9.65	5.91349244450469
9.75	5.23920157387485
9.85	4.54904096962353
9.95	3.89903263720619
10.05	3.25022879555918
10.15	2.65576221200924
10.25	2.08774939388702
10.35	1.58464918263114
10.45	1.21523580219156
10.55	0.979561478302104
10.65	0.853071639480647
10.75	0.601885616320359
10.85	0.427390069239723
10.95	0.401887005936953
11.05	0.525376426412016
11.15	0.687332569229944
11.25	0.760824156181737
11.35	0.715380356679018
11.45	0.727578684839742
11.55	0.807674075310957
11.65	0.95566652809267
11.75	1.17155604318491
11.85	1.45534262058762
11.95	1.80702626030086
12.05	2.22640600042752
12.15	2.66280446050628
12.25	3.07185668825409
12.35	3.42510585556646
12.45	3.71665943020759
12.55	3.92726778905286
12.65	4.06276864839956
12.75	4.17272361987759
12.85	4.24123865483134
12.95	4.31594509760539
13.05	4.37613734791817
13.15	4.50627602433207
13.25	4.70410785813114
13.35	4.90803468226704
13.45	5.10347253432126
13.55	5.34200130718705
13.65	5.52890166350269
13.75	5.65630529045138
13.85	5.70978881222959
13.95	5.62899982512832
14.05	5.43120011594879
14.15	5.24881916110445
14.25	5.01197046001107
14.35	4.75303581154331
14.45	4.47705279356237
14.55	4.18249445550296
14.65	3.92578867785977
14.75	3.68315401307201
14.85	3.47895210970687
14.95	3.28388124132489
15.05	3.13608989023977
15.15	2.99378826729506
15.25	2.84278693301117
15.35	2.66936811960796
15.45	2.48764475922962
15.55	2.308901143676
15.65	2.12827686620972
15.75	1.94853096847941
15.85	1.7691471687491
15.95	1.58100009338723
16.05	1.37116617791119
16.15	1.18544403864794
16.25	0.992541697421925
16.579999	0.840373564840481
