phys	rec
0.45	2.29405419381028
0.55	2.903469461359
0.65	3.62344370298511
0.75	4.26815454902378
0.85	4.86199184273715
0.95	5.48339063878661
1.05	6.14990594314659
1.15	6.59198428490596
1.25	6.915887102112
1.35	7.05342094620617
1.45	6.90758805240664
1.55	6.61351658318505
1.65	6.19206188755215
1.75	5.83142333448147
1.85	5.47155432947701
1.95	5.14898489737404
2.05	4.88006658568849
2.15	4.67097705293591
2.25	4.50418796090036
2.35	4.35716204834442
2.45	4.19655949639235
2.55	4.04983088127341
2.65	3.93141556820742
2.75	3.81968129488635
2.85	3.70874714173646
2.95	3.58222938938382
3.05	3.45383822184289
3.15	3.31379182193483
3.25	3.15378538289123
3.35	2.94576204959177
3.45	2.69181526317351
3.55	2.41690604672434
3.65	2.08150769926246
3.75	1.70055499337189
3.85	1.36295608420039
3.95	1.08052506078336
4.05	0.853261923120794
4.15	0.656337581854169
4.25	0.378989752067849
4.35	0.173810538428594
4.45	0.0686518454062793
4.55	0.0635136730009189
4.65	0.158396021212513
4.75	0.353298890041068
4.85	0.648222279486561
4.95	1.04316618954901
5.05	1.53713270538428
5.15	2.08844044350308
5.25	2.65556907800827
5.35	3.25165282168557
5.45	3.88061105089364
5.55	4.48982946043379
5.65	5.02403220573183
5.75	5.49388298857279
5.85	5.90870035034406
5.95	6.2190146038397
6.05	6.48550664571015
6.15	6.53211890850604
6.25	6.38872521172482
6.35	6.28195337856274
6.45	6.25526597629473
6.55	6.25750660639198
6.65	6.31446837826855
6.75	6.40796970212159
6.85	6.39376239584184
6.95	6.29819450825218
7.05	6.08653815392482
7.15	5.89108949494249
7.25	5.70123456201279
7.35	5.54636410200801
7.45	5.3084696502905
7.55	5.00263382302912
7.65	4.62842143172004
7.75	4.23772627594595
7.85	3.87068848275232
7.95	3.50027068797382
8.05	3.12822481054197
8.15	2.80779378891484
8.25	2.62367320282807
8.35	2.45599807431284
8.45	2.38487968353844
8.55	2.288023530236
8.65	2.17524130241037
8.75	2.08501161814551
8.85	1.98514061921143
8.95	1.87050485738543
9.05	1.77865166597529
9.15	1.72242937446022
9.25	1.66188112183102
9.35	1.61850534362722
9.45	1.56227579089811
9.55	1.49774604958234
9.65	1.53472240478464
9.75	1.52258446711827
9.85	1.55107724565973
9.95	1.63688446756644
10.05	1.78008773121389
10.15	1.95866893221138
10.25	2.12593267812197
10.35	2.21774427963394
10.45	2.30368470191131
10.55	2.40100629312564
10.65	2.35230129246329
10.75	2.24191993295081
10.85	2.09210506241503
10.95	1.93866549011539
11.05	1.80036236661849
11.15	1.65304013082232
11.25	1.58247699773429
11.35	1.60992483460179
11.45	1.6790199143378
11.55	1.75698700070135
11.65	1.82708139739466
11.75	1.87886115191517
11.85	1.91295618090159
11.95	1.90309392330338
12.05	1.85574744261312
12.15	1.76336843520447
12.25	1.62757172977796
12.35	1.50931495766999
12.45	1.41873156987779
12.55	1.34192945687021
12.65	1.28396914585421
12.75	1.2520091868364
12.85	1.23263934945097
12.95	1.22288874845164
13.05	1.25311723809735
13.15	1.29280529556732
13.25	1.3177634411257
13.35	1.33862295117053
13.45	1.35722398768859
13.55	1.37204984522059
13.65	1.38226084779474
13.75	1.39191339618824
13.85	1.40341896717179
13.95	1.4133708380941
14.05	1.42331290350935
14.15	1.43166596158403
14.25	1.44005889833375
14.35	1.44945507861989
14.45	1.44276370725351
14.55	1.44955897707957
14.999999	1.45294628896337
