phys	rec
0.55	0.686264135918197
0.65	0.693009333427109
0.75	0.717790258983784
0.85	0.742466776703315
0.95	0.765323483665096
1.05	0.79014526025279
1.15	0.815084704920647
1.25	0.840141817668666
1.35	0.86521408639846
1.45	0.890422599362613
1.55	0.915856364854325
1.65	0.941725214802995
1.75	0.967594582874944
1.85	0.990981940141225
1.95	1.01490450715493
2.05	1.03545931962536
2.15	1.05449201160936
2.25	1.0636918633351
2.35	1.08143203382891
2.45	1.08919618713867
2.55	1.09677641806848
2.65	1.13417509892087
2.75	1.1865833283093
2.85	1.24075053116088
2.95	1.29049703974964
3.05	1.35600155914166
3.15	1.43055359789573
3.25	1.51094844876024
3.35	1.60321027833714
3.45	1.70165599621234
3.55	1.8002707150234
3.65	1.89805234551977
3.75	1.99258459592972
3.85	2.08572557498037
3.95	2.15238516342214
4.05	2.20608771881613
4.15	2.23963491974468
4.25	2.28257175210147
4.35	2.33963826028211
4.45	2.35651898935388
4.55	2.33087788828474
4.65	2.26609553045268
4.75	2.20043684201913
4.85	2.11605169936619
4.95	2.03503676548626
5.05	1.93923413135466
5.15	1.83531435314751
5.25	1.71058277529658
5.35	1.56054895405986
5.45	1.40049485900686
5.55	1.25772431838815
5.65	1.12213937862809
5.75	0.996815910930069
5.85	0.940785341913125
5.95	0.903485228124928
6.05	0.897529559111179
6.15	0.934727457699135
6.25	0.973770375806697
6.35	1.08549269533093
6.45	1.26482342312545
6.55	1.45087574316156
6.65	1.64924541706153
6.75	1.84790211806026
6.85	2.06535515049252
6.95	2.27744467420053
7.05	2.50584142483199
7.15	2.75645526849354
7.25	2.99123668084205
7.35	3.24524494893367
7.45	3.5149568250483
7.55	3.77469997956267
7.65	4.01924512112836
7.75	4.31098031497255
7.85	4.61976811571371
7.95	4.85481164417465
8.05	5.05961182623961
8.15	5.10203368223381
8.25	5.01786318911452
8.35	4.85098087352412
8.45	4.63545633269138
8.55	4.37463297097947
8.65	4.10018654496607
8.75	3.83973450019942
8.85	3.58065086558759
8.95	3.3808557261413
9.05	3.25177998276064
9.15	3.13101625795955
9.25	3.08371280031148
9.35	3.07738646665241
9.45	3.08854978400751
9.55	3.15466764889893
9.65	3.33772026986221
9.75	3.58922198914042
9.85	3.84299809331756
9.95	4.0998457277195
10.05	4.31948176453922
10.15	4.52783355920766
10.25	4.69875332016654
10.35	4.83496434241273
10.45	4.90873827576008
10.55	4.92506959624502
10.65	4.908138977016
10.75	4.84624022900434
10.85	4.81459346744654
10.95	4.79153106594587
11.05	4.9175117053155
11.15	5.26573769781241
11.25	5.69619505461203
11.35	6.16618824955665
11.45	6.65936635685094
11.55	7.01552140358237
11.65	7.22400278266611
11.75	7.30566555552486
11.85	7.28468691643216
11.95	7.18784366186908
12.05	7.0623801449242
12.15	6.80811524943757
12.25	6.43611196483318
12.35	6.06840342745919
12.45	5.64489007019277
12.55	5.16894664682876
12.65	4.71084051144979
12.75	4.21043587853176
12.85	3.66849284662447
12.95	3.12297234176338
13.05	2.63101616915988
13.15	2.19146188198913
13.25	1.76357957038488
13.35	1.39429072692719
13.45	1.09740465483404
13.55	0.872921354105364
13.65	0.720840824741216
13.75	0.641163066741569
13.85	0.633888080106443
13.95	0.699015864835839
14.05	0.827594426438533
14.15	0.912336879205706
14.25	1.03601521063466
14.35	1.23501877117436
14.45	1.50671571384736
14.55	1.75873167357138
14.65	1.96051172431806
14.75	2.18043040570748
14.85	2.38372810604375
14.95	2.5749971744199
15.05	2.75075427886712
15.15	2.91160970457311
15.25	3.0537567552828
15.35	3.17082882141898
15.45	3.2722401743112
15.55	3.36526056152708
15.65	3.42601206931969
15.75	3.46991805445163
15.85	3.51154771507556
15.95	3.55058419426928
16.05	3.56955639706713
16.15	3.5722703260895
16.25	3.57255343767457
16.35	3.5668039100693
16.45	3.56786226441432
16.55	3.58311220373032
16.65	3.61209307482013
16.75	3.64788972285144
16.85	3.68780586743574
16.95	3.73694088730322
17.05	3.78294258157303
17.15	3.84605545554143
17.25	3.91090713584888
17.35	3.98170713583847
17.45	3.97852416835404
17.55	3.98873465854081
17.65	3.95107156242928
17.75	3.90458279452461
17.85	3.8242471893737
17.95	3.70553118609891
18.05	3.59387912185528
18.15	3.48313932733939
18.25	3.3847315341571
18.35	3.26271940046998
18.45	3.13073508294155
18.55	3.00342157074737
18.65	2.87669341463343
18.75	2.75177703437352
18.85	2.61031072865561
18.95	2.47584848634596
19.05	2.27785376494789
19.15	2.07460983333257
19.569999	1.95226205443495
